StationID,date,temperature,pH ,salinity,total.p,silicon,total.n,secchi,suspended.particulates
JaBu_W_1,30.01.2014,0.4,7.8,16.51,4.516,3,92.85714286,50,70
JaBu_W_1,13.02.2014,4.2,7.9,16.341,4.194,2.4,78.57142857,NA,65
JaBu_W_1,27.02.2014,6.9,8,16.211,4.194,2.4,92.85714286,70,38
JaBu_W_1,12.03.2014,6.9,8,16.262,2.29,2,78.57142857,80,23
JaBu_W_1,27.03.2014,8.4,8,16.482,3.548,1.8,78.57142857,50,60
JaBu_W_1,11.04.2014,11.7,8,17.074,2.806,1.4,85.71428571,70,35
JaBu_W_1,25.04.2014,12.8,8,16.993,2.806,0.56,78.57142857,80,38
JaBu_W_1,14.05.2014,12.8,7.9,16.725,3.871,0.49,85.71428571,30,52
JaBu_W_1,26.05.2014,17.7,8,17.066,2.871,NA,70,60,23
JaBu_W_1,12.06.2014,19.6,7.9,17.346,2.71,1.7,41.42857143,100,32
JaBu_W_1,25.06.2014,17.2,7.9,17.945,3.097,0.43,45.71428571,100,30
JaBu_W_1,10.07.2014,20.7,8,17.898,3.226,0.96,41.42857143,70,37
JaBu_W_1,24.07.2014,23.4,8,18.181,3.548,NA,53.57142857,80,41
JaBu_W_1,08.08.2014,23,8,18.133,3.548,0.9,43.57142857,90,11
JaBu_W_1,20.08.2014,17.4,7.9,18.049,3.871,1.2,52.14285714,50,26
JaBu_W_1,05.09.2014,18.4,7.9,17.825,4.839,1.8,57.85714286,90,14
JaBu_W_1,19.09.2014,18.5,7.9,17.873,3.065,0.94,55,90,12
JaBu_W_1,07.10.2014,15.6,8,17.943,5.806,0.98,63.57142857,NA,25
JaBu_W_1,06.11.2014,12.2,8,17.74,3.548,1.2,47.14285714,50,27
JaBu_W_1,20.11.2014,10,8,17.813,NA,,NA,50,24
JaBu_W_1,04.12.2014,4.5,8,17.977,NA,,NA,60,17
JaBu_W_1,18.12.2014,5.4,8.1,17.888,3.871,1.5,55.71428571,40,34
JaBu_W_1,06.01.2015,4.4,8,16.687,3.871,2.4,71.42857143,30,45
JaBu_W_1,21.01.2015,4.2,8,16.296,3.871,2.4,100,20,52
JaBu_W_1,02.02.2015,3.3,8,16.735,3.548,2.6,92.85714286,20,51
JaBu_W_1,16.02.2015,3.5,8,16.278,3.129,2.8,100,NA,33
JaBu_W_1,03.03.2015,5,8,16.985,3.548,2,85.71428571,NA,48
JaBu_W_1,17.03.2015,7.2,8,16.708,2.806,2,100,40,29
JaBu_W_1,31.03.2015,6.8,8,16.832,3.871,1.6,85.71428571,NA,56
JaBu_W_1,14.04.2015,9,7.9,16.635,2.323,1,71.42857143,40,25
JaBu_W_1,30.04.2015,11.5,8,17.076,2.097,0.39,53.57142857,40,23
JaBu_W_1,13.05.2015,12.7,8.1,17.272,4.839,0.38,56.42857143,30,33
JaBu_W_1,28.05.2015,14.7,8,17.546,1.839,1.4,44.28571429,50,21
JaBu_W_1,11.06.2015,16.2,7.8,17.784,3.032,NA,52.14285714,60,21
JaBu_W_1,29.06.2015,19.4,7.7,17.963,1.774,NA,41.42857143,60,6
JaBu_W_1,15.07.2015,19.6,7.9,18.148,2.355,0.73,33.57142857,40,25
JaBu_W_1,28.07.2015,17.6,7.9,18.142,3.548,0.83,43.57142857,NA,32
JaBu_W_1,11.08.2015,21.6,7.5,17.917,3.871,1.4,61.42857143,40,30
JaBu_W_1,27.08.2015,19.4,7.9,17.796,4.516,2.1,67.85714286,40,5
JaBu_W_1,09.09.2015,17.1,8,17.81,3.871,1.5,57.14285714,40,22
JaBu_W_1,24.09.2015,14.9,8,17.698,3.548,1.3,59.28571429,40,13
JaBu_W_1,08.10.2015,15.2,8,17.898,3.548,0.94,56.42857143,60,18
JaBu_W_1,28.10.2015,9.7,8,17.928,3.548,1.4,65.71428571,40,33
JaBu_W_1,11.11.2015,12.6,7.9,18.216,3.871,1.2,52.14285714,20,44
JaBu_W_1,25.11.2015,7.5,8,16.696,4.516,1.9,85.71428571,20,52
JaBu_W_1,09.12.2015,8.6,8,16.821,4.516,2.4,85.71428571,20,61
JaBu_W_1,11.01.2016,3.3,8.1,16.341,3.548,2.8,78.57142857,30,42
JaBu_W_1,21.01.2016,1.2,7.9,16.683,3.226,2.6,71.42857143,30,36
JaBu_W_1,05.02.2016,4.8,8.1,16.75,3.548,2.4,78.57142857,20,30
JaBu_W_1,19.02.2016,3.5,8.1,15.48,3.871,2,100,40,40
JaBu_W_1,07.03.2016,5.7,8,15.92,3.871,2.8,107.1428571,30,45
JaBu_W_1,21.03.2016,7,8,16.87,3.032,2.4,85.71428571,30,34
JaBu_W_1,05.04.2016,9.4,8.1,NA,2.806,0.77,78.57142857,40,33
JaBu_W_1,18.04.2016,9.8,8.1,17.85,2.903,,65,40,34
JaBu_W_1,04.05.2016,12.2,8.1,17.57,2.194,NA,66.42857143,50,22
JaBu_W_1,02.06.2016,21.6,8,17.01,2.645,,44.28571429,40,24
JaBu_W_1,16.06.2016,20.1,7.9,17.71,2.968,,49.28571429,50,24
JaBu_W_1,30.06.2016,18.2,7.9,17.41,2.645,,48.57142857,80,14
JaBu_W_1,15.07.2016,17.5,7.9,17.43,3.226,0.64,55.71428571,70,24
JaBu_W_1,01.08.2016,20.4,7.8,17.47,4.194,0.6,61.42857143,50,30
JaBu_W_1,15.08.2016,17.8,7.9,17.53,3.226,0.77,53.57142857,60,24
JaBu_W_1,30.08.2016,20.6,7.8,16.94,3.548,0.83,70,60,17
JaBu_W_1,14.09.2016,21.1,7.8,16.85,3.548,0.68,51.42857143,60,18
JaBu_W_1,28.09.2016,18.5,7.8,17.07,3.871,1.1,46.42857143,50,24
JaBu_W_1,19.10.2016,11.8,7.7,17.59,3.226,1.5,52.14285714,50,26
JaBu_W_1,01.11.2016,11.6,7.6,17.44,2.935,1.5,47.85714286,60,24
JaBu_W_1,15.11.2016,6.1,8,17.37,3.548,1.7,65.71428571,50,31
JaBu_W_1,28.11.2016,5.7,7.6,17.47,2.71,1.7,67.14285714,60,22
JaBu_W_1,13.12.2016,5.9,8,17.35,2.613,2.3,NA,60,25
JaBu_W_1,10.01.2017,3,8.1,16.98,3.129,2.6,52.14285714,40,37
JaBu_W_1,30.01.2017,1.8,8,16.83,2.129,2.2,60.71428571,40,36
JaBu_W_1,13.02.2017,1.9,8,16.72,1.871,2.3,52.14285714,50,18
JaBu_W_1,27.02.2017,5.8,8,16.55,2.645,1.4,57.85714286,40,41
JaBu_W_1,13.03.2017,6.8,8,16.6,2.29,1.3,37.14285714,40,34
JaBu_W_1,28.03.2017,9.9,8,16.13,2.387,1.6,41.42857143,40,31
JaBu_W_1,11.04.2017,10.8,8,16.75,2.323,0.85,68.57142857,40,43
JaBu_W_1,26.04.2017,8.7,7.9,17.05,2.194,0.49,59.28571429,40,49
JaBu_W_1,08.05.2017,11.3,7.9,16.91,1.968,0.54,30.71428571,40,48
JaBu_W_1,22.05.2017,16.1,8,16.98,1.484,NA,37.85714286,60,21
JaBu_W_1,06.06.2017,19.7,8,17.6,1.581,0.26,47.14285714,70,15
JaBu_W_1,20.06.2017,19.3,8.1,17.74,1.968,NA,17.85714286,150,9
JaBu_W_1,04.07.2017,17.5,8,17.53,2.581,0.6,37.14285714,90,19
JaBu_W_1,25.07.2017,19.1,7.9,17.55,3.226,0.56,68.57142857,50,24
JaBu_W_1,07.08.2017,19.3,7.9,17.32,3.548,0.95,31.42857143,30,29
JaBu_W_1,22.08.2017,19.1,7.8,17.74,4.194,0.43,50.71428571,50,28
JaBu_W_1,04.09.2017,18.6,7.8,17.78,3.548,1.2,38.57142857,70,22
JaBu_W_1,15.09.2017,14.7,7.9,17.89,3.871,1.5,53.57142857,30,22
JaBu_W_1,04.10.2017,14.3,7.8,16.54,4.839,1.4,59.28571429,20,55
JaBu_W_1,17.10.2017,13.9,7.9,16.73,5.161,2.3,65,30,47
JaBu_W_1,01.11.2017,10.9,7.9,16.9,4.194,2.4,57.85714286,40,40
JaBu_W_1,16.11.2017,9.1,7.9,16.81,2.419,2.7,50.71428571,30,33
JaBu_W_1,30.11.2017,5.6,7.8,16.66,2.645,1.8,71.42857143,10,42
JaBu_W_1,14.12.2017,3.1,7.9,16.45,2.968,2.7,85.71428571,10,61
JaBu_W_1,03.01.2018,5.2,7.9,16.3,4.516,2.8,114.2857143,20,150
JaBu_W_1,17.01.2018,3,7.9,15.9,4.839,2.9,107.1428571,10,200
JaBu_W_1,30.01.2018,4.9,7.9,15.89,2.71,2.7,85.71428571,20,50
JaBu_W_1,15.02.2018,1.6,8,15.41,2.774,2.9,92.85714286,20,67
JaBu_W_1,15.03.2018,3.1,8,15.94,3.548,1.1,85.71428571,20,77
JaBu_W_1,28.03.2018,3.7,8,16.49,3.548,0.65,85.71428571,20,63
JaBu_W_1,12.04.2018,7.8,8,16.95,2.581,0.3,51.42857143,40,20
JaBu_W_1,26.04.2018,11.4,8.1,16.98,1.839,NA,40.71428571,60,21
JaBu_W_1,14.05.2018,17.9,8.4,17.53,1.323,0.46,21.42857143,50,9
JaBu_W_1,28.05.2018,21.8,8,17.43,3.226,1.3,37.14285714,30,28
JaBu_W_1,11.06.2018,20,8,17.79,2.452,0.73,28.57142857,50,28
JaBu_W_1,25.06.2018,16,8,18.18,3.161,0.37,41.42857143,NA,32
JaBu_W_1,11.07.2018,19.1,7.9,18.4,2.581,NA,41.42857143,NA,23
JaBu_W_1,25.07.2018,23.1,7.9,18.43,2.71,NA,37.14285714,30,23
JaBu_W_1,09.08.2018,NA,7.9,18.55,3.226,0.53,31.42857143,90,10
JaBu_W_1,22.08.2018,21.7,7.9,19.75,3.129,0.58,36.42857143,100,12
JaBu_W_1,06.09.2018,20.3,7.9,19.87,2.742,0.31,20.71428571,80,15
JaBu_W_1,20.09.2018,17.4,7.9,17.51,1.742,0.28,33.57142857,90,16
JaBu_W_1,04.10.2018,12.8,7.9,19.65,1.968,0.32,37.85714286,80,19
JaBu_W_1,22.10.2018,13.8,7.8,NA,2.548,0.48,46.42857143,90,27
JaBu_W_1,06.11.2018,10,7.9,NA,2.548,0.6,42.14285714,90,28
JaBu_W_1,22.11.2018,5.3,7.9,NA,2.613,1.3,49.28571429,60,33
JaBu_W_1,05.12.2018,5.6,8,NA,2.097,1.1,45.71428571,50,23
JaBu_W_1,19.12.2018,4,7.9,NA,2.419,1.7,35.71428571,70,28
WeMu_W_1,04.03.2008,NA,NA,NA,NA,,NA,NA,NA
WeMu_W_1,02.04.2008,NA,NA,NA,NA,,NA,NA,NA
WeMu_W_1,15.05.2008,NA,NA,NA,NA,,NA,NA,NA
WeMu_W_1,03.06.2008,NA,NA,NA,NA,,NA,NA,NA
WeMu_W_1,02.07.2008,NA,NA,NA,NA,,NA,NA,NA
WeMu_W_1,13.08.2008,NA,NA,NA,3.871,,78.57142857,NA,NA
WeMu_W_1,25.09.2008,NA,NA,NA,NA,,NA,NA,NA
WeMu_W_1,10.10.2008,NA,NA,NA,NA,,NA,NA,NA
WeMu_W_1,10.03.2009,NA,NA,NA,3.097,2.35,150,NA,NA
WeMu_W_1,21.04.2009,NA,NA,10.78,2.968,1.48,121.4285714,NA,NA
WeMu_W_1,20.05.2009,NA,NA,13.01,3.226,0.4,85.71428571,NA,NA
WeMu_W_1,03.06.2009,NA,NA,10.98,6.774,1.4,114.2857143,NA,NA
WeMu_W_1,02.07.2009,NA,NA,13.84,2.742,0.6,65.71428571,NA,NA
WeMu_W_1,04.08.2009,NA,NA,14.83,2.935,0.7,55,NA,NA
WeMu_W_1,01.09.2009,NA,NA,15.26,3.097,0.5,58.57142857,NA,NA
WeMu_W_1,01.10.2009,15,8,16.09,4.839,1.22,70.71428571,NA,NA
WeMu_W_1,15.03.2010,3,7.8,11.18,4.516,4.06,207.1428571,NA,60
WeMu_W_1,27.04.2010,11.4,8.5,13.61,3.871,0.68,107.1428571,45,61
WeMu_W_1,25.05.2010,NA,NA,13.63,2.71,0.24,32.85714286,NA,50
WeMu_W_1,24.06.2010,17.9,8,15.32,2.194,0.66,45,NA,30
WeMu_W_1,08.07.2010,21,8.1,16.53,1.806,0.73,25.71428571,130,34
WeMu_W_1,11.08.2010,20.8,7.9,17.75,2.097,0.21,19.28571429,100,38
WeMu_W_1,05.10.2010,13.5,8,13.76,2.677,3.21,62.14285714,50,42
WeMu_W_1,19.10.2010,10.9,8,13.95,2.839,2.57,67.85714286,60,42
WeMu_W_1,17.03.2011,4.6,8.1,11.884,2.323,3.2,121.4285714,50,52
WeMu_W_1,28.04.2011,13.9,8.2,12.714,2.968,0.68,85.71428571,50,60
WeMu_W_1,30.05.2011,15.2,8.1,15.175,1.548,NA,34.28571429,130,NA
WeMu_W_1,27.06.2011,17.9,8.1,15.6,2.581,0.48,43.57142857,60,NA
WeMu_W_1,11.07.2011,18.6,8.1,16.4,2.581,0.52,38.57142857,90,NA
WeMu_W_1,25.08.2011,19.2,7.9,13.91,3.097,1.9,60,110,32
WeMu_W_1,26.09.2011,16,8.1,15.69,2.742,2.3,31.42857143,80,31
WeMu_W_1,19.03.2012,7.2,8.1,14.37,2.613,2.9,85.71428571,60,34
WeMu_W_1,22.05.2012,14.7,8.2,14.35,1.548,NA,35,140,22
WeMu_W_1,18.06.2012,16.5,8.2,16.36,1.387,0.31,27.14285714,130,4
WeMu_W_1,02.07.2012,18.2,8.2,16.88,1.387,0.38,20,90,5
WeMu_W_1,29.08.2012,19,8,16.14,2.387,1.5,36.42857143,50,10
WeMu_W_1,25.09.2012,13.8,8.1,15.78,2.613,0.96,28.57142857,30,14
WeMu_W_1,22.04.2013,8.7,8.1,13.05,1.516,0.94,53.57142857,70,21
WeMu_W_1,07.05.2013,12.6,8.4,13.32,2.161,NA,92.85714286,NA,23
WeMu_W_1,05.06.2013,15.6,8.2,7.09,5.161,4.7,228.5714286,30,51
WeMu_W_1,22.07.2013,21.9,8,13.6,2.871,NA,40.71428571,60,11
WeMu_W_1,19.08.2013,19.3,8.1,15.96,2.226,0.6,44.28571429,NA,6
WeMu_W_1,18.09.2013,15.7,8,16.67,2.613,1.4,32.85714286,NA,12
WeMu_W_1,13.03.2014,8.1,8,11.371,2.194,4.3,135.7142857,80,11
WeMu_W_1,10.04.2014,10.1,8.1,14.839,1.484,2,39.28571429,90,16
WeMu_W_1,12.05.2014,13,7.9,13.945,2.613,NA,50,60,32
WeMu_W_1,11.06.2014,20,8,12.703,3.161,0.56,85.71428571,80,25
WeMu_W_1,09.07.2014,19.7,8.1,14.189,3.032,1.4,57.85714286,90,22
WeMu_W_1,07.08.2014,21.4,8,15.17,3.871,1.6,67.14285714,100,5
WeMu_W_1,23.09.2014,17,8.1,15.45,3.548,1.6,78.57142857,110,16
WeMu_W_1,12.06.2015,16.8,7.9,15.776,1.548,NA,60,80,9
WeMu_W_1,27.07.2015,17.5,8.1,16.866,1.742,NA,45.71428571,70,4
WeMu_W_1,26.08.2015,19.1,8,15.384,3.194,1.7,58.57142857,60,13
WeMu_W_1,25.09.2015,14.9,8.1,16.404,2.29,1.7,39.28571429,80,8
WeMu_W_1,26.04.2016,9.8,7.9,NA,1.613,1.5,78.57142857,NA,12
WeMu_W_1,02.05.2016,10.4,8,9.78,5.484,3.9,185.7142857,NA,104.2
WeMu_W_1,05.07.2016,NA,NA,13.97,4.194,1.4,78.57142857,NA,136.44
WeMu_W_1,02.08.2016,NA,NA,16.85,2.71,0.71,35,NA,132.18
WeMu_W_1,13.09.2016,NA,NA,16.4,NA,,NA,NA,108.39
WeMu_W_1,18.10.2016,13,NA,16.04,3.871,0.68,60,NA,125.75
WeMu_W_1,23.03.2017,7,7.3,13.26,1.645,3.1,114.2857143,NA,11
WeMu_W_1,27.04.2017,9.1,8,14.85,2.032,0.54,61.42857143,NA,48
WeMu_W_1,09.05.2017,11.3,8.1,14.05,1.645,0.45,85.71428571,NA,18
WeMu_W_1,20.06.2017,18.6,8.2,15.61,1.806,NA,57.85714286,NA,15
WeMu_W_1,19.07.2017,20.4,NA,14.66,2.194,0.43,47.14285714,NA,19
WeMu_W_1,25.07.2017,19.5,7.9,14.18,3.226,0.36,41.42857143,NA,46
WeMu_W_1,10.08.2017,19.8,8.1,13.11,3.548,1.4,70.71428571,NA,22
WeMu_W_1,24.08.2017,18.3,8,12.64,4.194,1.9,114.2857143,NA,45
WeMu_W_1,19.09.2017,15.2,8.1,NA,2.935,1.8,50,NA,22
WeMu_W_1,09.10.2017,12.4,NA,8.55,4.839,6.1,78.57142857,NA,41
WeMu_W_1,28.03.2018,3.9,8.1,11.49,2.194,2,150,NA,18
WeMu_W_1,17.04.2018,9.1,8.2,13.64,2.774,0.91,85.71428571,NA,60
WeMu_W_1,17.05.2018,16,8.6,13.68,2.839,0.67,57.85714286,NA,49
WeMu_W_1,14.06.2018,17.8,8.1,15.76,2.452,0.23,46.42857143,NA,43
WeMu_W_1,12.07.2018,19,8.1,16.16,1.548,NA,40.71428571,NA,8
WeMu_W_1,19.09.2018,17.2,8,15.68,1.903,0.29,26.42857143,NA,3
WeMu_W_1,09.10.2018,12.6,8,13.57,3.548,1.8,46.42857143,NA,34
BOCHTVWTM,16.03.2007,8.65,8,13.49,NA,NA,NA,200,65
BOCHTVWTM,14.05.2007,14.69,8.13,22.78,NA,NA,NA,300,NA
BOCHTVWTM,12.06.2007,22.67,8.07,19.97,NA,NA,NA,500,183
BOCHTVWTM,12.07.2007,17.68,8.16,21.96,NA,NA,NA,300,122
BOCHTVWTM,22.08.2007,18.35,8.17,20.48,NA,NA,NA,200,101
BOCHTVWTM,26.09.2007,14.5,8.09,23.14,NA,NA,NA,300,117
BOCHTVWTM,20.03.2009,6.4,NA,12.9,NA,NA,NA,NA,91
BOCHTVWTM,20.04.2009,13.3,NA,16.6,NA,NA,NA,NA,57
BOCHTVWTM,19.05.2009,14.5,NA,20.8,NA,NA,NA,NA,79
BOCHTVWTM,18.06.2009,17.3,NA,22.3,NA,NA,NA,NA,63
BOCHTVWTM,17.07.2009,19.6,NA,23.4,NA,NA,NA,NA,150
BOCHTVWTM,18.08.2009,20.6,NA,24.9,NA,NA,NA,NA,130
BOCHTVWTM,16.09.2009,16.9,NA,25.6,NA,NA,NA,NA,100
BOCHTVWTM,11.01.2010,-1.1,NA,5.2,18.38706,0,380,NA,290
BOCHTVWTM,25.02.2010,0.3,NA,16.7,6.12902,3.02,302.1428571,NA,110
BOCHTVWTM,15.03.2010,3.4,NA,14.9,18.06448,3.34,432.1428571,NA,410
BOCHTVWTM,25.03.2010,7,NA,15.7,6.4516,3.02,332.8571429,NA,190
BOCHTVWTM,08.04.2010,8.5,NA,17.1,4.19354,2.3,270.7142857,NA,140
BOCHTVWTM,29.04.2010,13.8,NA,21,3.2258,0.68,142.1428571,NA,34
BOCHTVWTM,10.05.2010,11.4,NA,18.8,7.09676,1.3,222.1428571,NA,230
BOCHTVWTM,25.05.2010,15.2,NA,21.8,7.09676,0.66,147.1428571,NA,110
BOCHTVWTM,10.06.2010,18.7,NA,21.2,5.16128,1.07,132.8571429,NA,110
BOCHTVWTM,21.06.2010,14.5,NA,22.9,8.0645,1.54,134.2857143,NA,140
BOCHTVWTM,07.07.2010,20.6,NA,24.5,6.4516,1.91,108.5714286,NA,98
BOCHTVWTM,18.08.2010,19.7,NA,26.9,8.0645,2.13,99.28571429,NA,81
BOCHTVWTM,06.09.2010,16.8,NA,20.7,10.32256,2.96,154.2857143,NA,250
BOCHTVWTM,17.09.2010,14.9,NA,22.6,6.12902,2.33,124.2857143,NA,180
BOCHTVWTM,11.10.2010,13.2,NA,19,6.12902,2.92,172.1428571,NA,170
BOCHTVWTM,16.11.2010,7.6,NA,16.5,10.32256,3.14,259.2857143,NA,340
BOCHTVWTM,17.12.2010,0,NA,17.6,6.77418,3.09,255.7142857,NA,180
BOCHTVWTM,15.03.2011,5.3,NA,16.9,9.419336,2.95,280.7142857,NA,196
BOCHTVWTM,28.03.2011,6.93,NA,17.9,6.4516,2.12,241.4285714,NA,164
BOCHTVWTM,13.04.2011,9.77,NA,19.5,7.483856,2.01,220,NA,155
BOCHTVWTM,27.04.2011,13.9,NA,21.6,2.306447,1.35,153.5714286,NA,113
BOCHTVWTM,12.05.2011,16.1,NA,22,4.8387,1.13,133.5714286,NA,118
BOCHTVWTM,27.05.2011,15.2,NA,24.5,3.0387036,1.16,118.5714286,NA,136
BOCHTVWTM,10.06.2011,18,NA,25,7.74192,1.54,122.8571429,NA,173
BOCHTVWTM,27.06.2011,18.6,NA,23.8,3.612896,2.12,115.7142857,NA,98.7
BOCHTVWTM,11.07.2011,19.6,NA,25.3,7.451598,2.01,117.1428571,NA,134
BOCHTVWTM,25.07.2011,16.3,NA,25.7,6.483858,1.9,90,NA,104
BOCHTVWTM,08.08.2011,18.7,NA,25,6.870954,2.12,103.5714286,NA,109
BOCHTVWTM,23.08.2011,19,NA,24.2,7.451598,2.5,97.14285714,NA,106
BOCHTVWTM,06.09.2011,17.1,NA,24.8,13.129006,2.4,108.5714286,NA,136
BOCHTVWTM,05.03.2012,5.81,NA,18.6,7.064502,2.7,281.4285714,NA,144
BOCHTVWTM,19.03.2012,7.56,NA,19.9,5.516118,2.34,252.1428571,NA,96.7
BOCHTVWTM,02.04.2012,8,NA,20.2,5.64515,2.1,228.5714286,NA,90.8
BOCHTVWTM,16.04.2012,7.75,NA,19.9,4.419346,1.84,193.5714286,NA,64.6
BOCHTVWTM,02.05.2012,12.5,NA,26.7,3.258058,1.31,134.2857143,NA,35.8
BOCHTVWTM,14.05.2012,12.1,NA,28.5,4.322572,1.14,120,NA,58.7
BOCHTVWTM,31.05.2012,17.4,NA,24.5,4.67741,1.3,100,NA,58.5
BOCHTVWTM,13.06.2012,15.6,NA,26.9,5.064506,1.35,104.2857143,NA,60.5
BOCHTVWTM,28.06.2012,16.4,NA,25.7,4.741926,1.23,90.71428571,NA,35.3
BOCHTVWTM,13.07.2012,18.2,NA,25.9,5.419344,1.54,87.14285714,NA,42.6
BOCHTVWTM,30.07.2012,19.5,NA,24,11.096752,1.74,143.5714286,NA,226
BOCHTVWTM,10.08.2012,18.2,NA,23.2,6.61289,2.09,101.4285714,NA,58.2
BOCHTVWTM,27.08.2012,19.4,NA,25.5,6.741922,1.87,99.28571429,NA,65.6
BOCHTVWTM,11.09.2012,17.9,NA,25.7,5.96773,1.93,120,NA,54.3
BOCHTVWTM,06.03.2013,NA,NA,16.7,6.77418,2.82,266.4285714,NA,117
BOCHTVWTM,21.03.2013,NA,NA,15.8,4.935474,3.01,278.5714286,NA,80.7
BOCHTVWTM,05.04.2013,NA,NA,18.3,4.709668,2.72,245.7142857,NA,90.1
BOCHTVWTM,19.04.2013,NA,NA,22.2,4.580636,2.04,195.7142857,NA,81.3
BOCHTVWTM,03.05.2013,NA,NA,20,4.096766,1.82,193.5714286,NA,55.6
BOCHTVWTM,21.05.2013,NA,NA,23.1,3.0387036,1,109.2857143,NA,50.6
BOCHTVWTM,05.06.2013,NA,NA,20.6,4.709668,1.43,121.4285714,NA,83.7
BOCHTVWTM,20.06.2013,NA,NA,24,NA,1.54,111.4285714,NA,72.1
BOCHTVWTM,02.07.2013,NA,NA,23.1,8.193532,1.66,125,NA,136
BOCHTVWTM,17.07.2013,NA,NA,23.2,7.516114,2.3,116.4285714,NA,76.2
BOCHTVWTM,31.07.2013,NA,NA,25.5,7.09676,2.11,93.57142857,NA,68.1
BOCHTVWTM,14.08.2013,NA,NA,25.5,7.838694,2.23,90.71428571,NA,73.7
BOCHTVWTM,30.08.2013,NA,NA,25.3,9.03224,2.14,100,NA,116
BOCHTVWTM,13.09.2013,NA,NA,24,10.290302,2.29,159.2857143,NA,275
BOCHTVWTM,26.02.2014,NA,NA,19.3,5.838698,2.61,207.1428571,NA,102
BOCHTVWTM,12.03.2014,NA,NA,17.8,4.903216,2.67,242.8571429,NA,74.9
BOCHTVWTM,27.03.2014,NA,NA,18.1,9.258046,2.55,219.2857143,NA,189
BOCHTVWTM,11.04.2014,NA,NA,21,4.709668,2.06,145.7142857,NA,59.2
BOCHTVWTM,25.04.2014,NA,NA,21.5,5.290312,1.67,140,NA,94.5
BOCHTVWTM,12.05.2014,NA,NA,21.8,5.80644,1.38,140,NA,89.1
BOCHTVWTM,06.06.2014,NA,NA,19.4,5.096764,1.85,148.5714286,NA,60.6
BOCHTVWTM,20.06.2014,NA,NA,22,7.25805,1.78,148.5714286,NA,116
BOCHTVWTM,07.07.2014,NA,NA,22.9,6.548374,2.07,122.1428571,NA,81.6
BOCHTVWTM,22.07.2014,NA,NA,22.6,6.709664,3.24,112.1428571,NA,58.1
BOCHTVWTM,05.08.2014,NA,NA,14.2,7.290308,3.02,113.5714286,NA,57.5
BOCHTVWTM,20.08.2014,NA,NA,14.6,6.77418,2.52,102.1428571,NA,45.2
BOCHTVWTM,05.09.2014,NA,NA,22.1,6.677406,1.75,112.8571429,NA,82.9
BOCHTVWTM,18.09.2014,NA,NA,23.7,8.129016,2.53,114.2857143,NA,99.2
BOCHTVWTM,27.02.2015,NA,NA,15.4,7.870952,3.16,253.5714286,NA,130
BOCHTVWTM,16.03.2015,NA,NA,14.1,8.419338,3.7,300.7142857,NA,212
BOCHTVWTM,01.04.2015,NA,NA,23.5,12.25804,1.19,222.8571429,NA,289
BOCHTVWTM,14.04.2015,NA,NA,14.7,6.61289,2.35,291.4285714,NA,109
BOCHTVWTM,28.04.2015,NA,NA,17.2,4.67741,2.03,96.42857143,NA,72.3
BOCHTVWTM,12.05.2015,NA,NA,22.5,6.354826,1.21,159.2857143,NA,123
BOCHTVWTM,28.05.2015,NA,NA,21.3,8.0645,1.5,122.1428571,NA,84.4
BOCHTVWTM,11.06.2015,NA,NA,22.9,6.096762,1.56,138.5714286,NA,113
BOCHTVWTM,30.06.2015,NA,NA,24.6,4.774184,1.68,105,NA,76.4
BOCHTVWTM,14.07.2015,NA,NA,26.1,6.322568,1.77,95.71428571,NA,69.9
BOCHTVWTM,28.07.2015,NA,NA,26,6.354826,1.9,87.14285714,NA,57.5
BOCHTVWTM,10.08.2015,NA,NA,24,7.064502,2.13,92.85714286,NA,56.7
BOCHTVWTM,27.08.2015,NA,NA,22.9,6.064504,2.04,58.28571429,NA,43
BOCHTVWTM,09.09.2015,NA,NA,22.6,8.516112,NA,125,NA,146
BOCHTVWTM,04.03.2016,NA,NA,12.7,10.838688,NA,352.8571429,NA,211
BOCHTVWTM,17.03.2016,NA,NA,15.4,9.451594,NA,312.1428571,NA,169
BOCHTVWTM,05.04.2016,NA,NA,17.8,4.19354,NA,225,NA,43.2
BOCHTVWTM,19.04.2016,NA,NA,20,4.67741,NA,195,NA,72.4
BOCHTVWTM,02.05.2016,NA,NA,15.7,5.129022,NA,177.1428571,NA,107
BOCHTVWTM,19.05.2016,NA,NA,21.5,3.87096,NA,135,NA,60.2
BOCHTVWTM,01.06.2016,NA,NA,20.5,3.1870904,NA,121.4285714,NA,62.3
BOCHTVWTM,14.06.2016,NA,NA,21.5,4.8387,NA,109.2857143,NA,60.6
BOCHTVWTM,30.06.2016,NA,NA,19.4,5.516118,NA,123.5714286,NA,113
BOCHTVWTM,14.07.2016,NA,NA,19.5,6.387084,NA,77.85714286,NA,125
BOCHTVWTM,28.07.2016,NA,NA,21,7.774178,NA,111.4285714,NA,57.4
BOCHTVWTM,15.08.2016,NA,NA,21.6,5.129022,NA,47.42857143,NA,25.2
BOCHTVWTM,26.08.2016,NA,NA,22.6,5.451602,NA,57.85714286,NA,33.3
BOCHTVWTM,08.09.2016,NA,NA,22.5,7.58063,NA,132.8571429,NA,127
BOCHTVWTM,24.02.2017,NA,NA,22.7,4.8387,NA,172.1428571,NA,147
BOCHTVWTM,10.03.2017,NA,NA,16.7,9.290304,NA,294.2857143,NA,238
