StationID,date,temperature,pH ,salinity,total.p,silicon,total.n,secchi,suspended.particulates
HUIBGOT,19.05.2017,NA,NA,30.2,NA,NA,NA,NA,6.26
HUIBGOT,02.06.2017,NA,NA,30.7,NA,NA,33.71428571,NA,3.37
HUIBGOT,19.06.2017,NA,NA,31.8,NA,NA,29.92857143,NA,4.98
HUIBGOT,03.07.2017,NA,NA,31.6,NA,NA,34.35714286,NA,5.85
HUIBGOT,19.07.2017,NA,NA,31.7,NA,NA,30.35714286,NA,6.26
HUIBGOT,02.08.2017,NA,NA,32.2,NA,NA,23,NA,7.17
HUIBGOT,17.08.2017,NA,NA,31.7,NA,NA,24.71428571,NA,5.98
HUIBGOT,01.09.2017,NA,NA,31.3,NA,NA,23.71428571,NA,4.3
HUIBGOT,19.09.2017,NA,NA,32.337245,NA,NA,NA,NA,30.3
HUIBGOT,27.02.2018,NA,NA,28.2,NA,NA,NA,NA,23.8
HUIBGOT,13.03.2018,NA,NA,29.7,NA,NA,NA,NA,8.98
HUIBGOT,26.03.2018,NA,NA,29.7,NA,NA,NA,NA,10.2
HUIBGOT,11.04.2018,NA,NA,28.8,NA,NA,NA,NA,14.4
HUIBGOT,26.04.2018,NA,NA,29.6,NA,NA,NA,NA,9.96
HUIBGOT,09.05.2018,NA,NA,29.1,NA,NA,NA,NA,6.2
HUIBGOT,24.05.2018,NA,NA,28.6,NA,NA,NA,NA,5.86
HUIBGOT,11.06.2018,NA,NA,29.3,NA,NA,NA,NA,6.47
HUIBGOT,25.06.2018,NA,NA,30.5,NA,NA,NA,NA,8.09
HUIBGOT,10.07.2018,NA,NA,30.3,NA,NA,NA,NA,6.51
HUIBGOT,24.07.2018,NA,NA,31.4,NA,NA,NA,NA,3.06
HUIBGOT,20.08.2018,NA,NA,32.8,NA,NA,NA,NA,3.55
HUIBGOT,05.09.2018,NA,NA,32.8,NA,NA,NA,NA,3.5
HUIBGOT,20.09.2018,NA,NA,33.3,NA,NA,NA,NA,7.49
MARSDND,20.01.2000,4.72,8.15,23.6,2.709672,0.75,90.71428571,700,35
MARSDND,17.02.2000,5.35,8.04,29.11,2.41935,0.711,76.42857143,600,30
MARSDND,02.03.2000,5.66,8.08,27.85,2.193544,0.743,86.42857143,700,25
MARSDND,16.03.2000,6.96,8.04,23.42,2.193544,0.611,94.28571429,600,31
MARSDND,30.03.2000,7.24,8.12,21.96,1.483868,0.346,118.5714286,800,13
MARSDND,17.04.2000,8.06,8.04,29.85,2.161286,0.135,72.14285714,700,54
MARSDND,01.05.2000,11.95,8.33,27.14,1.45161,0.015,65.28571429,2100,17
MARSDND,15.05.2000,16.01,8.34,27.85,1.032256,0.049,42.57142857,3500,3
MARSDND,30.05.2000,13.04,8.37,28.92,0.999998,0.064,41.92857143,2600,10
MARSDND,13.06.2000,15.67,8.24,29.77,2.129028,0.134,49.21428571,1500,19
MARSDND,28.06.2000,17.02,8.29,28.18,1.193546,0.037,32.78571429,2800,10
MARSDND,12.07.2000,16.19,8.31,30.3,1.45161,0.056,27.78571429,1200,18
MARSDND,27.07.2000,17.16,8.15,29.27,1.032256,0.031,24.5,2200,9
MARSDND,10.08.2000,20.2,8.33,29.09,1.225804,0.053,23.21428571,2000,6
MARSDND,28.08.2000,19.86,8.19,21.71,1.806448,0.052,28.57142857,1600,14
MARSDND,13.09.2000,17.8,8.14,23.7,1.548384,0.173,28.07142857,1800,17
MARSDND,25.09.2000,17.2,8.17,29.07,1.838706,0.05,32.21428571,1600,19
MARSDND,11.10.2000,14.56,8.06,29.59,2.032254,0.226,36.78571429,1100,41
MARSDND,26.10.2000,13.12,8.01,31.13,2.645156,0.354,40.42857143,1000,54
MARSDND,22.11.2000,8.75,8.08,29.13,2.612898,0.519,NA,400,NA
MARSDND,22.01.2001,2.17,8.1,23.7,1.838706,0.831,82.85714286,1000,15
MARSDND,19.02.2001,5.38,7.9,26.35,1.6129,0.741,86.42857143,1500,6
MARSDND,06.03.2001,3.64,7.89,NA,1.419352,0.365,74.28571429,1000,13
MARSDND,20.03.2001,4.86,8.17,25.68,1.45161,0.124,77.14285714,1400,11
MARSDND,05.04.2001,7.43,8.29,25.35,1.580642,0.35,85.71428571,1000,22
MARSDND,19.04.2001,7.41,8.42,26.23,1.548384,0.026,67.64285714,1300,9
MARSDND,03.05.2001,10.31,8.4,23.82,1.483868,0.098,76.42857143,1400,4
MARSDND,16.05.2001,13.32,8.07,28.29,1.032256,0.025,56.14285714,2500,5
MARSDND,31.05.2001,15.4,8.39,27.95,0.96774,0.033,32.92857143,2500,5
MARSDND,11.06.2001,14.96,8.33,27.91,1.45161,0.066,33.14285714,2500,10
MARSDND,25.06.2001,17.2,8.18,27.16,1.93548,0.11,43.85714286,1600,21
MARSDND,09.07.2001,19.04,8.1,29.46,1.6129,0.232,36.14285714,2200,13
MARSDND,30.07.2001,20.26,8.28,27.88,1.064514,NA,23.57142857,2500,4
MARSDND,15.08.2001,19.4,8.1,29.02,1.677416,0.116,33.14285714,2200,11
MARSDND,30.08.2001,20.27,7.99,25.83,2.225802,0.249,47.57142857,1500,13
MARSDND,13.09.2001,15.25,8.05,29.28,1.516126,0.142,35.78571429,1600,12
MARSDND,27.09.2001,14.5,8.01,25.06,1.322578,0.227,42.85714286,1500,6
MARSDND,15.10.2001,15.74,8.01,28.75,2.90322,0.425,56.78571429,700,53
MARSDND,29.10.2001,15.33,7.99,30.15,1.838706,0.369,46.78571429,1300,19
MARSDND,12.11.2001,10.22,7.96,28.08,1.806448,0.423,55.35714286,1200,36
MARSDND,11.12.2001,7.7,7.93,23.98,2.41935,0.476,76.42857143,500,36
MARSDND,14.01.2002,4.32,8,25.33,2.354834,0.65,80,700,38
MARSDND,13.02.2002,7.86,7.92,25.94,3.129026,1.05,105.7142857,500,60
MARSDND,12.03.2002,9.9,7.88,23.86,2.870962,1.08,114.2857143,400,66
MARSDND,25.03.2002,9.23,8.16,23.78,1.032256,0.38,60.5,900,22
MARSDND,15.04.2002,13.84,8.14,22.66,2.967736,0.078,70.64285714,700,71
MARSDND,25.04.2002,11.12,8.27,24.2,0.96774,0.061,55.71428571,2000,37
MARSDND,06.05.2002,11.38,8.13,29.18,0.774192,0.033,45.64285714,1800,9
MARSDND,16.05.2002,13.94,8.1,28.91,1.741932,0.082,61.14285714,1000,26
MARSDND,27.05.2002,15.27,8.36,27.78,1.29032,0.01,52.92857143,1600,23
MARSDND,10.06.2002,17.47,8.56,26.66,1.225804,0.176,44,1500,21
MARSDND,24.06.2002,NA,8.58,26.66,2.451608,0.33,53.57142857,1000,40
MARSDND,10.07.2002,17.6,8.13,27.2,1.677416,0.054,37.28571429,1900,15
MARSDND,22.07.2002,18.4,8.15,27.51,1.354836,0.059,27.92857143,1600,19
MARSDND,12.08.2002,20.4,8.31,29.17,1.806448,0.126,30.28571429,2000,20
MARSDND,26.08.2002,22,8.24,27.47,2.451608,0.252,35.5,1100,21
MARSDND,18.09.2002,18.33,8.29,24.36,2.25806,0.189,38.07142857,700,22
MARSDND,03.10.2002,16.09,7.93,27.93,1.677416,0.196,38.14285714,900,10
MARSDND,16.10.2002,12.21,8.11,26.84,1.709674,0.043,28.07142857,1500,11
MARSDND,14.11.2002,10.77,8.12,22.61,2.290318,0.369,43.78571429,1900,40
MARSDND,17.12.2002,3.05,7.56,27.56,2.709672,0.567,67.57142857,800,34
MARSDND,15.01.2003,4.16,7.8,27.27,1.93548,0.741,68.5,900,14
MARSDND,13.02.2003,3.44,7.6,23.72,2.09677,1.17,116.4285714,900,18
MARSDND,27.02.2003,3.1,7.47,25.74,1.12903,0.405,52.28571429,700,8
MARSDND,12.03.2003,5.93,7.81,30.43,3.483864,0.482,73.57142857,300,66
MARSDND,24.03.2003,6.6,8.26,28.73,1.709674,0.051,72.85714286,1000,26
MARSDND,14.04.2003,8.11,8.61,30.35,NA,0.278,49,800,40
MARSDND,28.04.2003,10.61,8.22,32.24,1.77419,0.281,45.35714286,800,72
MARSDND,15.05.2003,13.02,7.33,31.28,1.6129,0.042,47.78571429,2000,19
MARSDND,27.05.2003,13.79,7.53,31.06,1.29032,0.041,37.14285714,1000,32
MARSDND,12.06.2003,16.98,7.67,31.19,1.387094,0.041,33.42857143,2200,8
MARSDND,25.06.2003,18.19,7.67,29.97,1.580642,0.107,33.28571429,2200,10
MARSDND,09.07.2003,18.16,7.62,30.88,1.903222,0.239,34.28571429,1800,14
MARSDND,24.07.2003,20.53,8.17,35.96,0.870966,0.01,15.57142857,2000,8
MARSDND,11.08.2003,22.3,8.123,29.26,1.6129,0.066,22.85714286,2000,10
MARSDND,25.08.2003,20.39,8.05,32.02,1.741932,0.071,25.71428571,2000,14
MARSDND,17.09.2003,17.52,7.98,34.54,1.903222,0.108,29.5,700,15
MARSDND,30.09.2003,15.09,8.06,30.59,NA,NA,NA,700,35
MARSDND,15.10.2003,11.31,7.87,28.38,3.516122,0.29,NA,600,NA
MARSDND,27.10.2003,8.71,8.04,29.24,2.483866,0.18,31.42857143,600,51
MARSDND,13.11.2003,9.69,7.55,29.58,2.612898,0.274,46.85714286,700,33
MARSDND,11.12.2003,NA,8.02,30.09,2.161286,0.218,42.28571429,1800,31
MARSDND,09.01.2004,5.03,7.97,28.9,1.645158,0.465,67.14285714,1000,31
MARSDND,17.02.2004,5.38,7.98,24.2,NA,NA,NA,1400,NA
MARSDND,03.03.2004,4.08,7.89,27.13,1.967738,0.653,85.71428571,1200,26
MARSDND,18.03.2004,5.59,7.94,30.83,2.193544,0.213,NA,600,NA
MARSDND,02.04.2004,7.88,8.2,30.18,1.6129,0.02,68.14285714,800,16
MARSDND,16.04.2004,9.32,8.34,28.98,0.838708,0.028,55.5,1200,9
MARSDND,04.05.2004,12.06,8.53,28.52,1.870964,0.056,56.5,800,58
MARSDND,14.05.2004,12.66,8.21,27.1,1.193546,0.036,90.71428571,1200,69
MARSDND,01.06.2004,14.66,8.05,29.47,1.77419,0.064,56.71428571,1200,21
MARSDND,11.06.2004,16.24,8.26,30.68,1.12903,0.018,36.5,1600,5
MARSDND,01.07.2004,16.49,8.14,30.3,4.967732,0.099,54.35714286,600,61
MARSDND,15.07.2004,16.85,8.07,29.72,1.903222,0.03,42.42857143,1000,25
MARSDND,29.07.2004,19.02,8.11,27.81,1.6129,0.031,35.35714286,1100,17
MARSDND,13.08.2004,20.53,8.24,31.11,1.419352,0.075,23.78571429,1000,13
MARSDND,27.08.2004,18.45,8.01,30.07,1.419352,0.038,24.07142857,1000,10
MARSDND,10.09.2004,17.95,8.1,28.34,1.806448,0.08,38,1000,12
MARSDND,28.09.2004,13.88,8.03,31.92,2.032254,0.235,40.07142857,700,43
MARSDND,11.10.2004,12.34,8.04,27.67,2.193544,0.209,49.71428571,600,37
MARSDND,27.10.2004,12.55,7.98,31.51,2.41935,0.388,46.71428571,600,26
MARSDND,10.11.2004,9.98,7.76,28.05,1.838706,0.22,43.92857143,800,14
MARSDND,08.12.2004,7.06,7.82,26.65,5.129022,0.424,61.85714286,NA,15
MARSDND,10.01.2005,6.58,7.86,29.12,3.096768,0.798,82.14285714,1000,43
MARSDND,09.02.2005,4.41,7.84,29.49,1.903222,0.536,63.07142857,1100,21
MARSDND,10.03.2005,2.3,7.9,25.16,1.548384,0.548,82.14285714,300,15
MARSDND,29.03.2005,7.16,8,26.97,NA,0.254,80.71428571,1200,15
MARSDND,08.04.2005,7.58,8,31.03,NA,0.071,55.35714286,1500,10
MARSDND,25.04.2005,10.49,8.4,25.51,1.677416,0.066,74.28571429,600,53
MARSDND,09.05.2005,11.1,8.7,26.06,1.6129,0.144,49.07142857,500,83
MARSDND,26.05.2005,12.99,8.5,29.58,1.870964,0.054,44.78571429,1000,21
MARSDND,21.06.2005,16.9,8.1,28.28,1.93548,0.145,45.07142857,1300,25
MARSDND,08.07.2005,17.9,8.19,28.01,1.548384,0.074,33.5,2500,8
MARSDND,20.07.2005,18.93,8.2,29.91,1.322578,0.025,23.85714286,1200,4
MARSDND,01.08.2005,17.72,8.15,30,1.193546,0.078,27.71428571,1700,6
MARSDND,17.08.2005,16.74,8.15,27.22,1.838706,0.059,31.07142857,4000,12
MARSDND,01.09.2005,18.57,8.15,29.93,1.096772,0.052,20.78571429,1500,7
MARSDND,20.09.2005,16.78,8.15,28.48,1.903222,0.122,29.5,1200,17
MARSDND,03.10.2005,15.53,8.01,29.72,1.741932,0.16,27.42857143,1200,13
MARSDND,17.10.2005,14.65,8.03,27.77,1.903222,0.104,33.42857143,700,21
MARSDND,01.11.2005,14.32,8.09,30.87,2.612898,0.351,45.42857143,200,32
MARSDND,15.11.2005,12.2,7.97,31.65,2.193544,0.468,41.92857143,1200,33
MARSDND,14.12.2005,6.78,7.94,28.14,2.516124,0.526,59.71428571,500,25
MARSDND,13.01.2006,4.14,8.17,30.02,2.516124,0.422,53.92857143,700,62
MARSDND,14.02.2006,3.12,7.74,29.12,2.322576,0.268,59.14285714,500,54
MARSDND,15.03.2006,2.37,7.91,24.83,2.322576,0.237,82.85714286,700,50
MARSDND,28.03.2006,4.87,8.01,30.9,1.77419,0.225,55.07142857,800,53
MARSDND,11.04.2006,6.85,8.24,29.06,1.29032,0.208,68,1200,13
MARSDND,25.04.2006,10.06,8.7,23.96,1.322578,0.02,82.85714286,1600,16
MARSDND,10.05.2006,13.29,8.19,25.83,1.096772,0.036,61.28571429,1800,20
MARSDND,30.05.2006,12.52,8.29,29.75,1.322578,0.024,35.5,1000,18
MARSDND,08.06.2006,13.93,8.31,26.83,0.96774,0.012,32.07142857,4000,4
MARSDND,22.06.2006,15.84,8.07,31.18,1.354836,0.152,28.85714286,2000,11
MARSDND,28.06.2006,16.95,8.02,28.25,1.77419,0.113,37.57142857,1200,22
MARSDND,11.07.2006,19.14,8.47,30.12,0.96774,0.01,32.28571429,1700,51
MARSDND,26.07.2006,22.42,8.14,27.81,2.129028,0.03,27.5,1300,29
MARSDND,09.08.2006,20,8.21,30.14,1.741932,0.025,25.14285714,2100,15
MARSDND,07.09.2006,18.32,8.1,29.14,1.806448,0.066,27,1600,40
MARSDND,21.09.2006,18.48,8.1,29.74,1.645158,0.084,23.28571429,1200,35
MARSDND,05.10.2006,17.25,7.99,31.01,2.161286,0.393,35.42857143,700,71
MARSDND,18.10.2006,15.19,7.94,29.39,1.387094,0.222,36.21428571,2000,21
MARSDND,06.11.2006,10.92,8.09,29.08,2.774188,0.27,43.57142857,800,53
MARSDND,21.11.2006,10.89,8,29.13,3.516122,0.7,68.14285714,500,64
MARSDND,19.12.2006,8.34,7.96,30.03,3.032252,0.9,69.57142857,700,37
MARSDND,16.02.2007,5.85,7.9,28.37,2.354834,0.894,85.71428571,500,27
MARSDND,06.03.2007,7.32,8.3,28.76,5.290312,0.84,107.1428571,300,113
MARSDND,20.03.2007,7.78,8.03,25.87,2.09677,0.759,83.57142857,500,56
MARSDND,03.04.2007,9.04,8.29,27.04,2.483866,0.152,97.14285714,900,135
MARSDND,18.04.2007,12.33,8.5,28.01,3.032252,0.155,83.57142857,500,144
MARSDND,01.05.2007,13.75,8.8,29.35,12.322556,0.294,198.5714286,800,298
MARSDND,16.05.2007,13.59,8.1,30.39,2.322576,0.081,45.5,1200,23
MARSDND,31.05.2007,14.99,8.2,29.41,1.6129,0.051,49.92857143,1200,31
MARSDND,14.06.2007,18.1,8.4,29.29,NA,0.045,30.42857143,1500,25
MARSDND,28.06.2007,16.95,8.25,29.74,1.193546,0.043,28.14285714,1000,11
MARSDND,12.07.2007,17.34,8.12,27.64,1.999996,0.245,44.78571429,900,34
MARSDND,27.07.2007,NA,NA,NA,1.548384,0.059,32.64285714,NA,33
MARSDND,10.08.2007,18.87,8.09,26.3,2.483866,0.129,50.28571429,700,54
MARSDND,29.08.2007,18.62,8.15,27.18,1.93548,0.073,37.64285714,900,43
MARSDND,11.09.2007,16.22,8.1,26.53,2.129028,0.108,40.71428571,1300,49
MARSDND,27.09.2007,15.1,8.08,28.48,1.903222,0.321,38.35714286,900,42
MARSDND,09.10.2007,14.23,8.13,26.39,2.25806,0.144,43.07142857,1100,50
MARSDND,24.10.2007,11.39,7.96,26.61,2.645156,0.12,45.5,500,84
MARSDND,13.11.2007,8.27,7.92,29.54,1.580642,0.141,36.5,500,40
MARSDND,10.12.2007,8.11,7.83,28.22,2.774188,NA,69.85714286,500,91
MARSDND,10.01.2008,5.53,NA,29.05,2.58064,0.576,64.42857143,NA,96
MARSDND,20.02.2008,4,NA,26.11,1.709674,0.805,84.28571429,NA,43
MARSDND,06.03.2008,6,NA,30.11,1.806448,0.347,55.14285714,NA,38
MARSDND,20.03.2008,6.11,NA,26.72,1.870964,0.266,94.28571429,NA,67
MARSDND,07.04.2008,NA,NA,NA,2.129028,0.097,92.85714286,NA,95
MARSDND,07.05.2008,13.56,NA,25.31,2.709672,0.089,100,NA,56
MARSDND,17.06.2008,17.16,NA,28.76,1.580642,0.113,46.78571429,NA,31
MARSDND,02.07.2008,NA,NA,NA,1.161288,0.018,30,NA,71
MARSDND,30.07.2008,20.22,NA,27.71,20.387056,0.051,42,NA,46
MARSDND,17.09.2008,16.5,NA,29.81,1.741932,0.067,37.42857143,NA,19
MARSDND,03.10.2008,14.41,NA,32.07,1.161288,0.098,21.64285714,NA,14
MARSDND,16.10.2008,13.79,NA,30.18,2.09677,0.288,39.92857143,NA,29
MARSDND,31.10.2008,10.16,NA,28.58,2.161286,0.403,53.14285714,NA,27
MARSDND,14.11.2008,10.26,NA,30.27,2.129028,0.474,50.28571429,NA,28
MARSDND,10.12.2008,5.97,NA,28.64,1.580642,0.463,47.64285714,NA,19
MARSDND,13.01.2009,3.4,NA,31.8,2.225802,0.35,48.57142857,NA,47
MARSDND,11.02.2009,2,NA,27.1,2.322576,0.54,73.57142857,NA,42
MARSDND,02.03.2009,4.2,NA,26.3,1.387094,0.39,67.14285714,NA,12
MARSDND,10.03.2009,4.7,NA,28.4,1.354836,0.38,58.57142857,NA,11
MARSDND,30.03.2009,6.8,NA,26.7,2.548382,0.01,71.42857143,NA,36
MARSDND,14.04.2009,10.4,NA,25.8,0.870966,0.04,55.71428571,NA,8.7
MARSDND,28.04.2009,11.6,NA,28.5,1.29032,0.04,44.28571429,NA,16
MARSDND,11.05.2009,12.8,NA,29,1.93548,0.05,50.71428571,NA,26
MARSDND,28.05.2009,14.6,NA,29.5,1.870964,0.01,41.42857143,NA,29
MARSDND,10.06.2009,15,NA,30.6,1.12903,0.07,17.14285714,NA,22
MARSDND,30.06.2009,19.5,NA,29.7,1.6129,0.24,27.14285714,NA,24
MARSDND,12.07.2009,18.3,NA,29.7,1.806448,0.28,39.28571429,NA,33
MARSDND,30.07.2009,18.8,NA,30.3,1.096772,0.09,24.28571429,NA,22
MARSDND,10.08.2009,20.5,NA,27.7,1.387094,0.08,37.85714286,NA,21
MARSDND,31.08.2009,18.7,NA,31.1,1.032256,0.04,13.57142857,NA,19
MARSDND,09.09.2009,17.7,NA,30.7,2.09677,0.19,24.28571429,NA,39
MARSDND,29.09.2009,16.4,NA,31.3,0.999998,0.12,24.28571429,NA,8.5
MARSDND,13.10.2009,13.1,NA,29.6,1.580642,0.15,44.28571429,NA,25
MARSDND,04.11.2009,12.1,NA,31.4,1.709674,0.25,36.42857143,NA,40
MARSDND,21.11.2009,11.1,NA,30.2,2.161286,0.59,55.71428571,NA,40
MARSDND,18.12.2009,5.1,NA,25.2,1.870964,0.68,67.85714286,NA,20
MARSDND,13.01.2010,1.3,NA,25.5,2.58064,0.65,76.42857143,NA,66
MARSDND,15.02.2010,0.9,NA,24.9,1.516126,0.92,96.42857143,NA,19
MARSDND,01.03.2010,3,NA,29.9,2.225802,0.58,65,NA,32
MARSDND,29.03.2010,6.6,NA,28.5,1.096772,0.01,54.28571429,NA,19
MARSDND,12.04.2010,8.7,NA,26.1,0.64516,0.01,55.71428571,NA,5.5
MARSDND,26.04.2010,9.9,NA,28.8,0.709676,0.01,39.28571429,NA,3.6
MARSDND,12.05.2010,10,NA,28.6,1.483868,0.02,46.42857143,NA,28
MARSDND,27.05.2010,13.6,NA,29,1.419352,0.01,33.57142857,NA,19
MARSDND,14.06.2010,15.7,NA,28.8,2.032254,0.03,34.28571429,NA,38
MARSDND,24.06.2010,15.5,NA,29.4,1.161288,0.05,33.57142857,NA,12
MARSDND,12.07.2010,20.6,NA,29.9,1.677416,0.05,30,NA,29
MARSDND,31.08.2010,15.8,NA,26.4,1.645158,0.16,38.57142857,NA,20
MARSDND,09.09.2010,16.4,NA,28.7,1.999996,0.07,36.42857143,NA,43
MARSDND,05.10.2010,15.2,NA,26.7,2.064512,0.27,46.42857143,NA,36
MARSDND,22.11.2010,8,NA,26,1.548384,0.65,65,NA,50
MARSDND,09.12.2010,3.4,NA,28.4,2.516124,0.56,67.85714286,NA,67
MARSDND,03.03.2011,3.05,NA,24.3,1.6096742,1.02,105,NA,42.3
MARSDND,21.03.2011,5.72,NA,28.2,2.048383,0.295,80.71428571,NA,54.8
MARSDND,30.03.2011,7.2,NA,27,1.4709648,0.0367,72.14285714,NA,33.2
MARSDND,19.04.2011,11.5,NA,27.7,1.8838672,0.01,59.35714286,NA,49.4
MARSDND,02.05.2011,13,NA,29.5,3.419348,0.0684,75,NA,216
MARSDND,17.05.2011,13.7,NA,31.6,NA,0.01,NA,NA,71.4
MARSDND,31.05.2011,14.66,NA,31.4,1.0677398,0.0675,34.14285714,NA,24.7
MARSDND,15.06.2011,16.8,NA,31.5,1.209675,0.0494,29.42857143,NA,24.5
MARSDND,28.06.2011,17.3,NA,30.7,1.4709648,0.01,30.57142857,NA,25.9
MARSDND,13.07.2011,18.3,NA,28.4,2.2064472,0.04,36.5,NA,33.6
MARSDND,11.08.2011,17.1,NA,29.9,1.29032,0.075,34.92857143,NA,10.4
MARSDND,26.08.2011,18.3,NA,29.4,0.9580626,0.0234,25.92857143,NA,23.2
MARSDND,07.09.2011,17.2,NA,28.6,2.5451562,0.477,34.35714286,NA,55.4
MARSDND,07.03.2012,5.12,NA,26,1.7612868,0.627,96.42857143,NA,22.7
MARSDND,22.03.2012,7.36,NA,26.2,0.9258046,0.043,75,NA,9.76
MARSDND,05.04.2012,8.3,NA,26.7,1.0354818,0.0429,61.28571429,NA,26.3
MARSDND,18.04.2012,8.41,NA,31.6,1.0580624,0.0424,33.57142857,NA,19
MARSDND,07.05.2012,10.9,NA,40.1,1.9935444,0.0595,50.5,NA,35.9
MARSDND,16.05.2012,11.4,NA,29.4,0.6870954,0.0473,26.85714286,NA,9.57
MARSDND,04.06.2012,15.1,NA,29,1.4709648,0.0145,34.64285714,NA,18.6
MARSDND,21.06.2012,16.1,NA,29.3,1.9548348,0.0804,51.35714286,NA,23.2
MARSDND,03.07.2012,17.1,NA,30,1.4935454,0.055,45.07142857,NA,18.8
MARSDND,18.07.2012,17.7,NA,30.2,1.4774164,0.14,40.35714286,NA,19.5
MARSDND,02.08.2012,18.8,NA,30.1,1.0903204,0.0558,22.71428571,NA,10.7
MARSDND,15.08.2012,19.5,NA,28.7,1.0225786,0.15,22.28571429,NA,3.19
MARSDND,30.08.2012,19.3,NA,31.4,1.4774164,0.147,25.78571429,NA,25.7
MARSDND,14.09.2012,17.5,NA,32.1,1.4419326,0.178,25,NA,16.4
MARSDND,27.02.2013,NA,NA,23.5,1.5225776,0.907,84.28571429,NA,13.9
MARSDND,12.03.2013,NA,NA,25.7,2.2064472,0.625,76.42857143,NA,23.3
MARSDND,27.03.2013,NA,NA,27.4,2.8483814,0.176,85,NA,54.6
MARSDND,10.04.2013,NA,NA,28.8,3.612896,0.167,82.85714286,NA,61.5
MARSDND,23.04.2013,NA,NA,29.1,0.9548368,0.0611,45.57142857,NA,10.5
MARSDND,07.05.2013,NA,NA,28.2,1.5548356,0.0609,57.42857143,NA,29.9
MARSDND,06.06.2013,NA,NA,25.8,1.8903188,0.12,59.14285714,NA,26.6
MARSDND,21.06.2013,NA,NA,28.6,4.870958,0.167,102.1428571,NA,79.3
MARSDND,05.07.2013,NA,NA,27.7,1.2774168,0.0543,43.92857143,NA,10.4
MARSDND,23.07.2013,NA,NA,29.1,1.4387068,0.0887,29.14285714,NA,15.9
MARSDND,06.08.2013,NA,NA,30.4,1.2870942,0.0952,30.21428571,NA,11.6
MARSDND,20.08.2013,NA,NA,29.4,1.2225782,0.0629,28.42857143,NA,6.72
MARSDND,03.09.2013,NA,NA,30.1,1.2612878,0.0808,27.42857143,NA,6.7
MARSDND,18.09.2013,NA,NA,32,1.8999962,0.246,39.35714286,NA,19.8
MARSDND,27.02.2014,NA,NA,30.2,2.1161248,0.842,69.64285714,NA,32.9
MARSDND,13.03.2014,NA,NA,27.6,1.2709652,0.254,66.85714286,NA,14.7
MARSDND,28.03.2014,NA,NA,28.6,1.2774168,0.0861,64.5,NA,22.1
MARSDND,14.04.2014,NA,NA,30.7,0.9903206,0.0269,39.07142857,NA,14.3
MARSDND,29.04.2014,NA,NA,29.7,2.1096732,0.0778,45.64285714,NA,39.4
MARSDND,13.05.2014,NA,NA,30.5,1.3838682,0.0469,40.92857143,NA,15.2
MARSDND,28.05.2014,NA,NA,28.1,0.7999984,0.317,39.78571429,NA,5.44
MARSDND,11.06.2014,NA,NA,29.5,1.1032236,0.0517,30.57142857,NA,7.57
MARSDND,26.06.2014,NA,NA,28.6,2.7387042,0.127,55.78571429,NA,38.6
MARSDND,10.07.2014,NA,NA,30.8,2.0193508,0.125,41.57142857,NA,21.1
MARSDND,25.07.2014,NA,NA,29.4,1.6387064,0.165,34.42857143,NA,5.27
MARSDND,08.08.2014,NA,NA,30.2,1.2451588,0.0196,21.5,NA,8.23
MARSDND,27.08.2014,NA,NA,29.9,1.064514,0.0607,21.92857143,NA,9.01
MARSDND,10.09.2014,NA,NA,28,1.2677394,0.0827,26.42857143,NA,7.18
MARSDND,04.03.2015,NA,NA,30,1.3838682,0.489,56.57142857,NA,17.8
MARSDND,19.03.2015,NA,NA,26.8,0.8161274,0.309,61.71428571,NA,6.93
MARSDND,02.04.2015,NA,NA,31,0.9322562,0.0998,42,NA,17
MARSDND,17.04.2015,NA,NA,29.2,0.6903212,0.194,44.14285714,NA,8.34
MARSDND,01.05.2015,NA,NA,31.5,0.9419336,0.107,43.42857143,NA,19.3
MARSDND,18.05.2015,NA,NA,29.7,1.0580624,0.0445,40.14285714,NA,9.96
MARSDND,03.06.2015,NA,NA,29.2,1.435481,0.122,46.07142857,NA,17.4
MARSDND,16.06.2015,NA,NA,31,1.1967718,0.296,38.42857143,NA,18.2
MARSDND,01.07.2015,NA,NA,30.4,1.2806426,0.0831,30.57142857,NA,10.5
MARSDND,16.07.2015,NA,NA,30.4,1.0387076,1.55,47.14285714,NA,10.3
MARSDND,31.07.2015,NA,NA,31.2,1.1838686,0.122,27.64285714,NA,10.4
MARSDND,13.08.2015,NA,NA,30.4,1.0096754,0.171,25.57142857,NA,4.45
MARSDND,31.08.2015,NA,NA,31.2,1.0935462,0.14,29.92857143,NA,29.3
MARSDND,14.09.2015,NA,NA,32.3,0.8935466,NA,24.57142857,NA,7.4
MARSDND,26.02.2016,NA,NA,28.9,1.8741898,NA,74.28571429,NA,29.3
MARSDND,10.03.2016,NA,NA,24.4,1.6354806,NA,97.14285714,NA,21.3
MARSDND,06.04.2016,NA,NA,29.2,1.3612876,NA,60.71428571,NA,25.6
MARSDND,18.04.2016,NA,NA,28.4,0.9483852,NA,57,NA,10.4
MARSDND,04.05.2016,NA,NA,28.4,0.854837,NA,38.07142857,NA,13.1
MARSDND,19.05.2016,NA,NA,28.8,0.6161278,NA,37.35714286,NA,6.94
MARSDND,31.05.2016,NA,NA,27.5,1.6999966,NA,60,NA,27.9
MARSDND,16.06.2016,NA,NA,30.3,0.96774,NA,25.5,NA,9.07
